OBSID,teacher_turn_idx,teacher_text,student_turn_idx,student_text,matched_keywords,context_window,is_shutdown,confidence,reasoning
4422,65,"You didn’t. Can you please come sit here? It’s not there. Don’t argue with me. Sit down. Show me the times 6 and times 6 so I can see the fraction? Can you please – no. Do it, please. That’s how people get things wrong. You didn’t show it and you got it wrong. I wish you would just believe me. I’m super smart. No. What are you multiplying fifths by? There you go. Now write the new fraction underneath. Now you’re getting it right. That’s the numerator. That’s the denominator. Move your 24 up. Excellent. Try the next one. What do fifths and sixths both go into? Did you just add the denominators, after all of that? Did you add the denominators? And you added them incorrectly by the way. Look. Eighths plus eighths, stays eighths. Halves and halves, stays halves. So what do we know about the numerator? Can you write it here so I can see it clearly? All right. You know what you’re doing but you’re rushing. You’re going fast and making mistakes, and the mistake here is you didn’t write it here. I need you to show it and put your fractions underneath. I need you to slow it down. Same thing, but does 5 go into 10? Which fraction do we need to change only? Student A, what do sevenths and ninths both go into? Not 54, because 7 times nothing is 54. What did you do wrong? You are going – oh, it’s four fifths, not one fifth. That’s why the answer is wrong. Just change the answer to four fifths and then change your bottom numerator as well before you add. Good job. Awesome. Three tenths plus four tenths? Good. Now go over this number eight. We need to rotate. We only have 20 minutes left. This group, I only want you to do the one you’re doing and then we need to stop. You’re stepping on the paper. Please log out. Student A, in your game group, I need you to repackage your cards, please. You knew that 7 times 9 was 63.",64,But I did.,wrong,"[student] No.
[teacher] You can’t multiply 5 by anything to get 6. You have to find two new fractions for that one and you are right. Write them underneath. Good, Student M. What do we multiply our 5 by? Stop there. Go to the bottom. Go to number seven. All right, Student A, 6 and 5, 5 does not go into 6. So what is a bigger number that they both go into? 5 goes into 15. Does 6 go into 15? Good. Your answer is hard to read, but no. What is – you did times 5 times 6? Remember I said do both sides. Just erase that bottom fraction. Can you erase that please? And let’s not write over stuff because that’s really sloppy. Erase those second fractions. Student J, not the whole thing, just the whole second fraction, please. Yeah. . Student J, you’re doing it wrong. Erase it please and let me help you. The next one is similar to that one. Think of a number that sevenths and ninths go into. Can I see? All right. Student J, come on this side so we can do this together better. This is right. Times 5, times 5, and here you did times 6, but you didn’t write it up here.
[student] But I did.
[teacher] You didn’t. Can you please come sit here? It’s not there. Don’t argue with me. Sit down. Show me the times 6 and times 6 so I can see the fraction? Can you please – no. Do it, please. That’s how people get things wrong. You didn’t show it and you got it wrong. I wish you would just believe me. I’m super smart. No. What are you multiplying fifths by? There you go. Now write the new fraction underneath. Now you’re getting it right. That’s the numerator. That’s the denominator. Move your 24 up. Excellent. Try the next one. What do fifths and sixths both go into? Did you just add the denominators, after all of that? Did you add the denominators? And you added them incorrectly by the way. Look. Eighths plus eighths, stays eighths. Halves and halves, stays halves. So what do we know about the numerator? Can you write it here so I can see it clearly? All right. You know what you’re doing but you’re rushing. You’re going fast and making mistakes, and the mistake here is you didn’t write it here. I need you to show it and put your fractions underneath. I need you to slow it down. Same thing, but does 5 go into 10? Which fraction do we need to change only? Student A, what do sevenths and ninths both go into? Not 54, because 7 times nothing is 54. What did you do wrong? You are going – oh, it’s four fifths, not one fifth. That’s why the answer is wrong. Just change the answer to four fifths and then change your bottom numerator as well before you add. Good job. Awesome. Three tenths plus four tenths? Good. Now go over this number eight. We need to rotate. We only have 20 minutes left. This group, I only want you to do the one you’re doing and then we need to stop. You’re stepping on the paper. Please log out. Student A, in your game group, I need you to repackage your cards, please. You knew that 7 times 9 was 63. <<<
[student] Can I go to the bathroom?
[teacher] Yes. Okay. This would be right except that – what did we do? Two sevenths, six ninths. Oh, 9 times 7 is 63. The rest of them are right. Okay, boys and girls. Please rotate. Good, Student J. We need to put these back into our folders. Student C, let me see that one. You added wrong but the rest is right. Okay. Stop where you are. We’ll go back to it. Yes. . I guess you were both going the same speed. . . All right. Okay. We’re not going to have a lot of time in this group. We’re shorter than any other group so we have to work fast. Remember the other day when we said Quinn ate one fourth of the candy bar and Nancy ate two fourths of the candy bar, how much did they eat all together? You got three fourths. So the point is when you’re doing a problem like that, what you do for that is you add the numerators, but you keep the denominators the same. I need you two to come closer and I need to see your boards at all times. So come closer. That’s a plus. I just wrote it sloppy. So you always add numerators, not denominators. So on your board I would like you to please write – and write it toward the top – one third plus one third and then write the answer, please. Third plus a third. ST math, no talking, please. Game group, you’re splitting off into pairs. Are you initialing your cards right now?",True,0.7,"Teacher is somewhat dismissive, insisting student didn't show work and arguing with student who says they did."
4563,35,"Nah-huh. How would they have parallel lines? That means what? Okay. So what I want you to do is – and I’ll come around later and look at your sheet, or if it’s in your notebook, we’ll look at it together, and I’ll give those that participated a piece of candy – what I want you to do is keep this in tact in your math portfolio and continually add to it as you learn, or change things if you put something that maybe is in the wrong place. Mark through it and change it, okay? Good job, guys. Now what I want to do, I want to review very quickly for a day to day that we’re going to have tomorrow, and then we’re going to go into our lesson for today. First of all, who can tell me what parallel sides are, or a shape with parallel sides? It can be one set, two set, how many?",34,Parallel lines.,"nah,wrong","[student] Obtuse angles.
[student] Acute angles.
[student] Parallel lines.
[teacher] Nah-huh. How would they have parallel lines? That means what? Okay. So what I want you to do is – and I’ll come around later and look at your sheet, or if it’s in your notebook, we’ll look at it together, and I’ll give those that participated a piece of candy – what I want you to do is keep this in tact in your math portfolio and continually add to it as you learn, or change things if you put something that maybe is in the wrong place. Mark through it and change it, okay? Good job, guys. Now what I want to do, I want to review very quickly for a day to day that we’re going to have tomorrow, and then we’re going to go into our lesson for today. First of all, who can tell me what parallel sides are, or a shape with parallel sides? It can be one set, two set, how many? <<<
[student] It’s a shape that has lines that never cross.
[teacher] Or never will intersect. Parallel lines. Okay. Can you think of a shape that has at least one set of parallel lines?",True,0.65,Teacher dismisses 'parallel lines' answer with 'Nah-huh' and brief challenge but doesn't explain why it's wrong.
4685,435,"No, that’s wrong. This is -",434,How come you have to do .,"no_start,thats_wrong,wrong","[student] .
[teacher] Yeah. Yeah, that’s good. Number – hold on. Number 12. It’s 100, is the obtuse angle. And if you know that that’s a straight line, then you know the other angle has to be 80. Let me see. Look it. If this is 100 – ‘cause if a straight line is 180 – see look it. One hundred eighty’s the straight line.
[student] How come you have to do .
[teacher] No, that’s wrong. This is - <<<
[student] No, I’m going to make you .
[teacher] Hmm? Oh, you don’t need it? You’re just going to use yours? This is 100, and that’s 80. You got that wrong. Look it. That’s an acute angle, right there. Let me show you. Let me just show her for a second. See? It’s bigger than 90, right there. That’s the – that’s 100, and then this – see? ‘Cause I’m measuring going up this way, that’s 80. So 80, hundred.",True,0.7,"Teacher says 'No, that's wrong' and appears to start explaining but text is cut off - some dismissal present."
749,295,"52 is rounded to 60, Student N? Student N, is 52 rounded to 60? Pay attention to your work. See, you're not paying attention. And she's with you not able to see that is incorrect because she needs to be pay attention also. So 50 take away 40 does not equal 20. That's what you call focus on what you're doing. Give me five. Give me five. Give me five. Give me five. I see Student A's head up. This group hand is up. I want the other two groups to be ready. Thank you, Student J. Thank you, Student D. Waiting on the girls. What have we learned about rounding? What have we reviewed about rounding? Let's wrap up. What have learned or reviewed about rounding? Student A, tell me something you learned about rounding or remember about rounding from this lesson.",294,Now we on 12.,incorrect,"[teacher] Let's see since I passed if there is any difference here. Student N. Student N, I passed by and you still haven't done anything since I passed by.
[student] ? But I'm still .
[student] Now we on 12.
[teacher] 52 is rounded to 60, Student N? Student N, is 52 rounded to 60? Pay attention to your work. See, you're not paying attention. And she's with you not able to see that is incorrect because she needs to be pay attention also. So 50 take away 40 does not equal 20. That's what you call focus on what you're doing. Give me five. Give me five. Give me five. Give me five. I see Student A's head up. This group hand is up. I want the other two groups to be ready. Thank you, Student J. Thank you, Student D. Waiting on the girls. What have we learned about rounding? What have we reviewed about rounding? Let's wrap up. What have learned or reviewed about rounding? Student A, tell me something you learned about rounding or remember about rounding from this lesson. <<<
[student] I'm pushing my words up.
[teacher] We're gonna get back to that. Let's just wrap up the lesson. What have you learned from this lesson?",True,0.7,Teacher tells student she's not paying attention and calls her work incorrect in a somewhat dismissive tone.
4261,150,"He says three fourths. Sorry. No. He’s incorrect. They’re equal. Hold on. Why are they equal, Student G?",149,Three fourths.,incorrect,"[multiple students] Yes.
[teacher] Okay. Now if there’s talking, I have to excuse you from where you are. Three fourths – compare the fraction three fourths and six eighths. I said we’re starting with that side first, and we’re going to go in order. Student Z?
[student] Three fourths.
[teacher] He says three fourths. Sorry. No. He’s incorrect. They’re equal. Hold on. Why are they equal, Student G? <<<
[student] .
[teacher] You’re telling me, but everybody needs to hear.",True,0.7,"Teacher dismisses student's answer as incorrect and states the correct answer, then asks another student why."
503,32,"No, that's not right.",31,One ninth.,"no_start,not_right,thats_not","[student] One ninth.
[teacher] No, number three.
[student] One ninth.
[teacher] No, that's not right. <<<
[multiple students] Ooh, ooh.
[teacher] Guys, wait a minute, is that how we raise our hand and say ooh, ooh, ooh? No. Student J?",True,0.75,"Teacher says 'No, that's not right' to student's math answer 'One ninth' with no explanation of why it's wrong or scaffolding."
509,536,That's not right. You have two answers that are flip-flopped.,535,Student A.,"not_right,thats_not","[student] Five-sevenths.
[teacher] You switch something up. Where's your partner?
[student] Student A.
[teacher] That's not right. You have two answers that are flip-flopped. <<<
[student] I don't get it.
[teacher] Does that sentence make sense?",True,0.7,Teacher tells student 'That's not right' about math answers being flip-flopped without explaining the underlying reasoning or guiding correction.
2204,200,"Now we need to get going and see if I can let people do page 8 and then we can go into page – I mean page 21 and then page 22 for those that can really get into it quick. Let's see. No, that's not right. That's not right, Student F. Student F, wait a minute. Student F, did you draw it and get the answer? Yeah, 21, yes. I'll give you one minute.",199,Five more minutes.,"not_right,thats_not","[student] Not yet, not yet.
[teacher] Not yet.
[student] Five more minutes.
[teacher] Now we need to get going and see if I can let people do page 8 and then we can go into page – I mean page 21 and then page 22 for those that can really get into it quick. Let's see. No, that's not right. That's not right, Student F. Student F, wait a minute. Student F, did you draw it and get the answer? Yeah, 21, yes. I'll give you one minute. <<<
[student] Five.
[teacher] One.",True,0.55,"Teacher says 'that's not right' about Student F's work, but context is somewhat ambiguous as teacher is also doing page management."
2398,152,It's not 9 times 9 equals 45. That's not right.,151,9.,"not_right,thats_not","[student] Mm-hmm.
[teacher] But then you said, ""How many notebooks do they need?"" You already said they need 9 notebooks. So what do they need? You said each student – I have 45 students? That's a lot. I have 9 students right now. I would actually have 45 students? I don't know if this makes sense. Maybe Ms. B has 45 notebooks, not 45 students. 45 students is a lot of students. That would be like 5 times the amount I have right now. Look at me. You have five minutes. Ms. B has 45 – I would never have 45 students. I would have maybe 45 notebooks and each student gets 9 notebooks? But how many students do I have?
[student] 9.
[teacher] It's not 9 times 9 equals 45. That's not right. <<<
[student] .
[teacher] Okay. So if Ms. B had 45 notebooks, and I had 9 students, how many notebooks does each student get?",True,0.7,Teacher says 'That's not right' dismissing student's answer of 9 without scaffolding the correct approach; statement '9 times 9 equals 45' just restates the error.
2968,154,"Okay, Student L, please sit. 88/100 is not right. Student J, you are up. Everyone should try this on a scrap piece of paper to see what you get. Student I, let’s see you try it on a scrap piece of paper. Take out a piece of paper from your desk and just do it on the back. Student I, you can take the spelling list and just flip it over and you can try it on the back. Student S are you trying it? Student G, M, come on, try, I want to see everyone trying.",153,If everybody gets it wrong can you tell us the answer?,not_right,"[teacher] You don’t know, you’re not sure? Think about place value, that’s all I can say. Think about like where – did he put the 6 into the 5 or did he put it into the 52? Unless you put it over the 5… This is a challenge one. The 5 points is the maximum amount of points so they have to be challenges. Yes?
[teacher] Geez, I don’t know. You guys are stuck on this one.
[student] If everybody gets it wrong can you tell us the answer?
[teacher] Okay, Student L, please sit. 88/100 is not right. Student J, you are up. Everyone should try this on a scrap piece of paper to see what you get. Student I, let’s see you try it on a scrap piece of paper. Take out a piece of paper from your desk and just do it on the back. Student I, you can take the spelling list and just flip it over and you can try it on the back. Student S are you trying it? Student G, M, come on, try, I want to see everyone trying. <<<
[teacher] No, I want to see it on paper, honey. I can’t see what’s going on in your brain but I can see what’s going on in the paper. Student D? Paper. Student F, my love, where’s that paper? You’ve got to try. No quitting.
[student] I’m letting her do it because I already did it on a separate piece of paper.",True,0.65,Teacher says '88/100 is not right' and immediately calls on the next student without engaging with why 88/100 is wrong or scaffolding.
60,90,Five times 36. Not quite. Student K?,89,Five times 36.,not_quite,"[student] We’ve got to figure out what? Can you explain it again?
[teacher] Okay, what we’re doing here is we have this problem, 36 divided by five. We came up with a word problem to describe why we were doing this. So there are 36 flowers and there are five friends. They want to split the flowers evenly among the five friends. How many flowers will each friend get? We’re trying to solve this problem. Student J, remember how we did the multiplication? Can you tell me – can anybody tell me what this problem would look like if we changed it to a multiplication, if we did the reverse? Who can tell me what it would look like? Student A?
[student] Five times 36.
[teacher] Five times 36. Not quite. Student K? <<<
[student] What would – what would the problem look like?
[teacher] Yes, if we changed this – if we did the inverse of the division problem.",True,0.6,Teacher says 'Not quite' to student's answer 'Five times 36' and immediately calls on another student without explaining what was wrong with the response.
241,68,"4 16ths, not quite, I know why you said 4 16ths and I’m going to clear that up mainly tomorrow. Student D?",67,4 16ths.,not_quite,"[teacher] There are 25 squares in each of your 1 fourths grids.
[teacher] So what we’re going to be doing starting tomorrow is we’re going to be doing a lot with adding fractions. Every 1 fourth equals 25 squares. So 1 fourth plus 1 fourth, plus 1 fourth, plus 1 fourth, what does that equal? Adding fractions what does that equal Student A?
[student] 4 16ths.
[teacher] 4 16ths, not quite, I know why you said 4 16ths and I’m going to clear that up mainly tomorrow. Student D? <<<
[student] 4 fourths.
[teacher] 4 fourths and 4 fourths is equal to what?",True,0.6,"Teacher says '4 16ths, not quite' and acknowledges the error but defers explanation to tomorrow rather than engaging now; mild shutdown with partial acknowledgment."
760,4,Close. Not quite. Student J?,3,The mean – no the .,not_quite,"[student] You have to have the title?
[teacher] You have to have the title. What does the title have to include? Raise your hand if you know what the title has to include. Student K?
[student] The mean – no the .
[teacher] Close. Not quite. Student J? <<<
[student] Mean, median, mode and range.
[teacher] Exactly. It has to contain those four words. It has to contain one more thing. What is that one other thing it has to have? Student K, what is it?",True,0.65,Teacher says 'Close. Not quite.' to student's attempt and immediately calls on another student without explaining what was wrong.
924,123,Not quite. Who's next on Student D's team?,122,4.56?,not_quite,"[student] 3,276.10
[teacher] Correct. Next two people at the board. We are switching from multiplying decimals to dividing decimals. The dividend is 22.8. The divisor is .005.
[student] 4.56?
[teacher] Not quite. Who's next on Student D's team? <<<
[student] Student B.
[teacher] You not finished? Who's next over here on Student B's team?",True,0.75,Teacher says 'Not quite' to student's answer '4.56?' and immediately asks 'Who's next on Student D's team?' - moves on without engaging with the math error.
924,191,"Not quite, but it's a good try. Who's next on this team? Student T?",190,.,not_quite,"[student] Five and one half, five and eleven eighteenths, and five and seven tenths.
[teacher] Yes. I did see, which I was pleased to see, that Student L remembered to put an L and G. walking around the room, some of you were putting them in opposite order of what I asked. All right. We need to do two tests on this next problem. You are going to give your answer to me in the form of a decimal and in the form of a percentage, and I need to see both of them. Okay. Here's your fraction. Then you have to give it in the form of a decimal and percentage. Here's your fraction. Seventeen twentieths. We've reviewed these in Mountain Math before. You need a decimal and a percentage. Okay. Someone give me an answer when you're ready, at the board.
[student] .
[teacher] Not quite, but it's a good try. Who's next on this team? Student T? <<<
[student] 85 percent and eighty-five hundredths.
[teacher] Why don't you go up to the board for me? Did we get a point up/",True,0.6,"Teacher says 'Not quite, but it's a good try' then immediately asks who's next on the team; moves on without engaging with reasoning."
1035,842,Not quite.,841,The value that you come up with the .,not_quite,"[student] I don’t even know.
[teacher] The mode is the, the value that what?
[student] The value that you come up with the .
[teacher] Not quite. <<<
[teacher] Student J. The mode is which number?
[student] It’s seven. Could I talk?",True,0.75,"Teacher says 'Not quite.' as a one-word dismissal of student's attempt to define mode, then immediately moves to call on another student."
1159,15,Not quite. Who can circumference. Say circumference everybody.,14,.,not_quite,"[student] Length times width.
[teacher] You’re multiplying how long it is times how wide it is. Okay? And so once you do that, this is your width and this will be your length, you are going to find out what the measurement is of the space in the middle. Okay? That’s what area is. It’s the space within the middle of an object. Okay? Let’s look at the next phrase, the next math term. Who can share with us what that is? Student D?
[student] .
[teacher] Not quite. Who can circumference. Say circumference everybody. <<<
[multiple students] Circumference.
[teacher] All right. Very good. So we’re talking about measurement. If area is the measurement of the space within the rectangle, what do you remember circumference to be? Like this is a table right here. And this table is circular. Which part of the table, if it’s a round table, does circumference measure? What part does it measure, Student J?",True,0.7,Teacher says 'Not quite' to an inaudible student answer about circumference and moves on without explaining; immediate redirect.
2408,20,Almost. Almost. Not quite. Yes?,19,Data is like a timeline?,not_quite,"[student] Data is something you keep track of.
[teacher] You know what? That’s very good. Data is what you keep track of. Yes?
[student] Data is like a timeline?
[teacher] Almost. Almost. Not quite. Yes? <<<
[student] Data is just like, anything that you it’s information .
[teacher] That’s right. It’s gathering information. So we’re going to gather information. Today you’re going to learn how to keep track of data. Who had ? Let’s do this again. This is not good. you’re going to learn data. How many kids in our class?",True,0.6,Teacher says 'Almost. Almost. Not quite.' to student's attempt to define data and immediately calls on another student without explaining.
2640,116,"Yes. Yes. Now write an improper fraction. Good. Very good, Student T. Yes. No, not quite. Good. Yes. No, that number you wrote was bigger than that one. Okay. Make a mixed number.",115,This is not proper?,not_quite,"[student] Improper means it doesn’t go to the number but proper means it does?
[teacher] Yes, that’s proper. This is proper, yes. Write a proper fraction.
[student] This is not proper?
[teacher] Yes. Yes. Now write an improper fraction. Good. Very good, Student T. Yes. No, not quite. Good. Yes. No, that number you wrote was bigger than that one. Okay. Make a mixed number. <<<
[student] What happens if a mixed number has an improper fraction in it?
[teacher] Thank you. A mixed number has a proper fraction and a whole number. You guys can go to the next station. Take your homework with you. Switch to your next station. That’s games. If you get too wild, you go to that. Thank you very much for moving so quickly and quietly. Student S, good job. That’s a blue star. Thank you guys again. Student C, good job. Good job, Student R. Sit right there. Scoot over so she can sit. Sit down, Student R. Just share that for now. You can use that. Let me see your homework. Can I see your homework so I can see what it looks like? Okay. Don’t hum. Student D, why didn’t you finish your homework? Double check it. Make sure you’re not using outdoor voices. Good job, Student D. You know on this homework, we’re having a quiz, so make sure you understand. This is all different though, different numbers. Doing it wrong. No, you may not. Can I see yours? Very good job using strategies, Student A. Good. Good job using strategies. You know how you told me you did not finish? Get me your passport. Honesty is the best policy. You understand how to do this? Okay. I think you’re getting mixed up because you’re getting these wrong. I think you’re getting mixed up on the signs, because this is 55 and this is 24, and that’s right. Okay. That was 12 and that was 18, and you said that was less than. Maybe you should rewrite your problems down here. That can help you. You don’t have it? I’m laughing right now. Okay. He looks funny. He’s making a funny face. Good job. Student M, you’re disturbing this group. It was right here. Is it yours? What about the backside? Any problems on the backside? Let’s look at number five. 1, 2, 3, eyes on me. First warning, guys. Groups, Student C, that’s your group’s first warning. Let’s look at two fifths, eight fifteenths, and two tenths. Close your markers. Sometimes it takes a little longer to do some things than others. When we’re multiplying you multiply two digits really fast and you’re done. This may take a little longer, okay? You need to take your time and do it. You could do all these, but you couldn’t do that one, or that one, or that one. I think you can really do it, but you didn’t have the time to do it because you didn’t want to take that long. You just need to expand your attention span. You don’t understand the difference? They’re all the same. You did the harder ones. You need to line them up and follow the same steps. Use your notebook and follow the steps. 5, 15, and 10. 15 times 1, 15, 15 times 2 is 30, and 15 times 3 is 45. 10, 20, 30, 40. 5, 10, 15, 20, 25, 30. 30, there, 30 there, and 30 there. Then you need to do the same thing we did to the rest of them.",True,0.55,"Teacher says 'No, not quite' embedded in rapid-fire responses to multiple students writing fractions; minimal engagement with the error."
4106,99,Not quite. Student E?,98,Share.,not_quite,"[student] 5 and 13 hundredths.
[teacher] 5 and 13 hundredths. I love it. I love it. All righty. So today we're going to be figuring out how to compare decimals with one another. You're going to be using charts. I'm going to give two to each group. These charts are going to try to help you compare decimals with one another. What does it mean to compare? What do you think I mean when I mean to compare decimals? Think about your goals for today, your objective for today. What do I want you to do with decimals? I'll wait because the Witnesses seem to be a little distracted, so I'll ask my question again. What do you think I mean when I say compare? When you compare numbers, what do you do? Student M?
[student] Share.
[teacher] Not quite. Student E? <<<
[student] Share.
[teacher] She just said the same thing and I said, not quite. Comparing numbers. We're not talking about division. Comparing numbers. Student M, can you read the goal again for language objective?",True,0.65,Teacher says 'Not quite.' to student's answer 'Share' about comparing decimals and calls on another student; minimal engagement.
59,31,"No, that’s not how you would solve for this. Yes.",30,"No, it’s .","no_start,thats_not","[student] example .
[teacher] This is .
[student] No, it’s .
[teacher] No, that’s not how you would solve for this. Yes. <<<
[student] .
[teacher] I don’t , not yet.",True,0.7,"Teacher says 'No, that's not how you would solve for this' dismissing student's approach without explaining why or guiding correction."
59,461,That’s not what you said.,460,.,thats_not,"[student] You put – multiply .
[teacher] You multiply all dimensions.
[student] .
[teacher] That’s not what you said. <<<
[student] .
[teacher] You changed your mind .",True,0.6,Teacher says 'That's not what you said' as a short dismissal pointing out inconsistency without scaffolding or exploring the student's reasoning.
69,158,That’s not a ten.,157,It’s .,thats_not,"[student] The nearest ten to .
[teacher] What’s the nearest ten?
[student] It’s .
[teacher] That’s not a ten. <<<
[student] Oh – 70.
[teacher] So write that right in here – 470, okay? So you guys can do this, the second part, together. So did you find?",True,0.7,Teacher says 'That's not a ten' as a short dismissal of student's answer without explaining what a ten is or guiding to the correct answer.
72,155,"No. That's not how to do it. Everybody stop. Let's read at the same time. Come to play. Come to this side. When you do the first one – come right here. Everyone's playing. Okay. Student T, move over here. Give me the whole card. Stop whistling please. You have used it two times.",154,I added 2.,"no_start,thats_not","[student] 5.
[teacher] 6, 7. You add the two numbers together, and add it up to 1,000. Student T, why are you struggling with that? I have been trying to help you. If you can't pay attention – can you stop? Let me see what you wrote. 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14. How many do you have? Let me see. 1, 2, 3 ,4, 5, 6, 7. You know how to play to 1,000? We've done it before. What you need to do is arrange three cards. For example, I have this. I have 903 plus 102. I add my numbers here. For example, look here. Are you looking at me? I'm going to add my numbers here. For example – so I have now 903 plus 102. It's going to be 5010. So 1,005. I came . For example I have 103 plus 102. So I have 1,005. Look here. My score is going to be 5. You take away this from 1,000, because it goes to 1,000. That's what you do. You write 1,000 here. I'm going to have 5. The score is 5. Now you play. What are you adding to each? Come up right here. What?
[student] I added 2.
[teacher] No. That's not how to do it. Everybody stop. Let's read at the same time. Come to play. Come to this side. When you do the first one – come right here. Everyone's playing. Okay. Student T, move over here. Give me the whole card. Stop whistling please. You have used it two times. <<<
[student] No, one time.
[teacher] You used bathroom in the morning. Then when we sat at math, you told me you needed to use bathroom, and I allowed you to go. So how did I lie? Sit down please. Student J, where is your math? Stop. Get your math book. We are here now. When we play we cannot have – look at the game. Can you go over there and get the pencil please? Student J, can you go get a pencil? When we finish this round one, round two you get your snack.",True,0.75,"Teacher says 'No. That's not how to do it' and then tells everyone to stop, redirecting without engaging with student's specific approach or explaining why adding 2 was wrong."
136,82,"That's not qualifying. Writing it on the desk is not an okay way to show me the answer. I gave you the cubes for a reason. I want to see you use the cubes to show me, and get out a piece of paper. Do it again, Student T, because I'm not taking a bunch of scribbling on the desk. That's not okay. All right. You're supposed to close it off. Do you have another piece of tape? Does anyone have an extra piece of tape? Thank you. The box needs to be closed off. You can't open it up.",81,Like this.,thats_not,"[student] Oh yeah.
[teacher] And then you also found the width, right? What does the width look like? Right, okay. Good start. Hurry up, Student K. Student A, you ready? So now don't forget, you're trying to find the dimensions, then find the volume, okay? What are you doing? Where is a piece of paper, Student T? Where are your cubes? Okay. I want to see you show me.
[student] Like this.
[teacher] That's not qualifying. Writing it on the desk is not an okay way to show me the answer. I gave you the cubes for a reason. I want to see you use the cubes to show me, and get out a piece of paper. Do it again, Student T, because I'm not taking a bunch of scribbling on the desk. That's not okay. All right. You're supposed to close it off. Do you have another piece of tape? Does anyone have an extra piece of tape? Thank you. The box needs to be closed off. You can't open it up. <<<
[student] What about this side and this side?
[teacher] That's fine. As long as you get the basic structure, we're good. So now you can use your cubes to find the 3 dimensions which are what again? What are the dimensions called, Student J?",True,0.65,Teacher says 'That's not qualifying' and 'Writing it on the desk is not an okay way to show me the answer' - dismisses student's work method without engaging with their mathematical thinking.
155,175,It is more than 90 but that’s not the –,174,More than 90.,thats_not,"[teacher] No. ?
[teacher] Nope. Student X?
[student] More than 90.
[teacher] It is more than 90 but that’s not the – <<<
[teacher] One more. Student J?
[student] 1,000.",True,0.65,"Teacher says 'It is more than 90 but that's not the -' cutting off mid-sentence, dismissing student's partially correct answer without completing the explanation."
168,222,That’s not $96.00.,221,Week 12 is $92.00.,thats_not,"[teacher] So it was gonna be what?
[teacher] You have week 13. You’re gonna make $99.00 in 13 weeks.
[student] Week 12 is $92.00.
[teacher] That’s not $96.00. <<<
[student] I know, that’s what I’m saying.
[teacher] So it’s gonna be which week?",True,0.6,Teacher says 'That's not $96.00' as a brief correction of student's value without explaining or scaffolding the correct approach.
200,416,"No, it’s not. That’s not how you use this. Okay, so when you figured out Boston to L.A., what did you do? Excuse me, those are not working right – we’re not using those right now.",415,"To Washington, D.C. I mean –","no_start,thats_not","[student] Seattle, Washington is miles –
[teacher] To where?
[student] To Washington, D.C. I mean –
[teacher] No, it’s not. That’s not how you use this. Okay, so when you figured out Boston to L.A., what did you do? Excuse me, those are not working right – we’re not using those right now. <<<
[student] I – I –
[teacher] You put your finger on Boston. You went over until you got to where?",True,0.65,"Teacher says 'No, it's not. That's not how you use this' dismissing student's approach to the distance map without explaining the correct method before moving on."
256,20,"Come on, Student W. That’s not good if you’re struggling on that. Come on. Answer them. Easy, huh?",19,.,thats_not,"[teacher] Um, good. They get progressively more challenging as you go down the list, obviously. Good. . Go ahead, hurry up.
[teacher] Don’t. I’ve asked you that several times, right?
[student] .
[teacher] Come on, Student W. That’s not good if you’re struggling on that. Come on. Answer them. Easy, huh? <<<
[student] Yes.
[teacher] Good.",True,0.7,Teacher says 'That's not good if you're struggling on that' which is dismissive of student's difficulty without offering help or scaffolding.
298,127,"You're close, but that's not it. We're gonna find that out. Now we need to – everybody got this part down?",126,I just figured out how much is half of it off. It's $9.50.,thats_not,"[student] .
[teacher] Well, you'll be okay until we're done with math. Yes?
[student] I just figured out how much is half of it off. It's $9.50.
[teacher] You're close, but that's not it. We're gonna find that out. Now we need to – everybody got this part down? <<<
[multiple students] Mm-hmm.
[teacher] Okay. Now we need to explain how we're gonna figure out how much they're gonna pay for these books. So, Student G, how might I solve this problem?",True,0.65,"Teacher tells student 'that's not it' about their mathematical answer ($9.50) without explaining why it's wrong, then moves on."
339,234,"That’s not an order. One, two, five, ten at the end.",233,Could it be this for 30?,thats_not,"[student] .
[teacher] What’s wrong?
[student] Could it be this for 30?
[teacher] That’s not an order. One, two, five, ten at the end. <<<
[student] Oh.
[student] Oh, it has to be greatest to least.",True,0.6,Teacher dismisses student's answer with 'that's not an order' and gives the correct sequence without explaining the ordering principle.
339,469,"Oh, four times six you mean? I’m sorry. You’re right. Is what? That’s not what it is. What is four times six?",468,Six.,thats_not,"[student] Nine.
[teacher] No. It’s not six.
[student] Six.
[teacher] Oh, four times six you mean? I’m sorry. You’re right. Is what? That’s not what it is. What is four times six? <<<
[student] It is seven. Four times –
[teacher] So you know it? Why are you making me list them all out?",True,0.65,"Teacher dismisses student's answer ('that's not what it is') about 4x6 without clearly explaining why, creating confusion."
358,265,.25 and that’s not ¼.,264,And that’s .25?,thats_not,"[teacher] 8 divided by 16 by 2 to get 8, 100 divided by 2 is 4/25 is the most, yeah.
[teacher] You just worked real hard, 16 hundredths instead of 16 percent and then you divide it as a decimal. If you did it that way, you still could
[student] And that’s .25?
[teacher] .25 and that’s not ¼. <<<
[student] .16?
[teacher] .16.",True,0.55,"Teacher says 'that's not 1/4' dismissively without full explanation, though context is somewhat ambiguous with inaudible portions."
