OBSID,teacher_turn_idx,teacher_text,student_turn_idx,student_text,matched_keywords,context_window,is_shutdown,confidence,reasoning
298,127,"You're close, but that's not it. We're gonna find that out. Now we need to – everybody got this part down?",126,I just figured out how much is half of it off. It's $9.50.,thats_not,"[teacher] Yes.
[student] Really 50 percent off is normal – it's really supposed to be 60 percent off whenever it hits half because I got told by my mom and trust me, she's good at math.
[teacher] Well, 50 percent off means half off.  That's only 50 percent.
[student] [Inaudible].
[teacher] Well, it depends on what you're going to see at the store. Okay?  For this it's gonna be half.  Okay.  Put that away please or I'm gonna have to take it.
[student] [Inaudible].
[teacher] Okay.  Well, we just ate lunch, so there's no reason why you should be hungry unless you didn't eat your lunch, and candy is the not the food you eat when you're hungry. That's a treat, not a meal.  Okay?  All right.  So we're not gonna – I'm just telling you Student S, we're not gonna have any candy right now.  Okay?
[student] [Inaudible].
[teacher] Well, you'll be okay until we're done with math.  Yes?
[student] I just figured out how much is half of it off.  It's $9.50.
[teacher] You're close, but that's not it.  We're gonna find that out. Now we need to – everybody got this part down? <<<
[multiple students] Mm-hmm.
[teacher] Okay.  Now we need to explain how we're gonna figure out how much they're gonna pay for these books.  So, Student G, how might I solve this problem?",True,0.65,"Teacher tells student 'that's not it' about their mathematical answer ($9.50) without explaining why it's wrong, then moves on."
339,234,"That’s not an order. One, two, five, ten at the end.",233,Could it be this for 30?,thats_not,"[teacher] Look again.
[student] Oh, seven.
[teacher] Yes.
[student] Okay.
[teacher] Okay.  So the next one is – ‘cause we’re at five.  [Inaudible] I can barely read that – would be six.  Can six go?  And we’re back on the seven so that’s it.  Right.
[student] [Inaudible] can go here and one below it?
[teacher] Then that’s what it is.
[student] [Inaudible].
[teacher] What’s wrong?
[student] Could it be [inaudible] this for 30?
[teacher] That’s not an order.  One, two, five, ten at the end. <<<
[student] Oh.
[student] Oh, it has to be greatest to least.",True,0.6,Teacher dismisses student's answer with 'that's not an order' and gives the correct sequence without explaining the ordering principle.
339,469,"Oh, four times six you mean? I’m sorry. You’re right. Is what? That’s not what it is. What is four times six?",468,Six.,thats_not,"[teacher] No.  What’s four times four?
[student] Oh, 16.
[teacher] Four times five?
[student] 20.
[teacher] Four times six?
[student] Seven.
[teacher] Four times six?
[student] Nine.
[teacher] No.  It’s not six.
[student] Six.
[teacher] Oh, four times six you mean?  I’m sorry.  You’re right.  Is what?  That’s not what it is.  What is four times six? <<<
[student] It is seven.  Four times –
[teacher] So you know it?  Why are you making me list them all out?",True,0.65,"Teacher dismisses student's answer ('that's not what it is') about 4x6 without clearly explaining why, creating confusion."
358,265,.25 and that’s not ¼.,264,And that’s .25?,thats_not,"[teacher] I always find the decimal fraction first because it makes it easy, all right?  All right, let’s look at another one.  I was hopin’ we could use our cubes today but we’ll see when you find the one that’s important.  All right, all right, this time I got 16 hundredths.  What would that look like as a fraction?
[student] Oh but you could reduce it.
[teacher] You could.
[student] Because then you could reduce it more.
[teacher] Eight.
[student] Then you could do four, eight – you could – what’s half?  Oh then no.
[teacher] 8 divided by 16 by 2 to get 8, 100 divided by 2 is [unintelligible] 4/25 is the most, yeah.
[student] [Unintelligible]
[teacher] You just worked real hard, 16 hundredths instead of 16 percent and then you divide it as a decimal.  If you did it that way, you still could [unintelligible]
[student] And that’s .25?
[teacher] .25 and that’s not ¼. <<<
[student] .16?
[teacher] .16.",True,0.55,"Teacher says 'that's not 1/4' dismissively without full explanation, though context is somewhat ambiguous with inaudible portions."
446,311,That’s not one-sixth. Look where we wrote one-sixth.,310,Three-fourths.,thats_not,"[student] [Inaudible.]
[teacher] Who?
[student] Student J.
[student] He said the worst word that you can ever say.
[teacher] You can go outside.  We’ll call your mom.
[student] He wrote one.
[teacher] So do you have one-sixth?  Where’s your one-sixth?
[student] What?
[teacher] Hmm?
[student] Three-fourths.
[teacher] That’s not one-sixth.  Look where we wrote one-sixth. <<<
[student] Oh, [inaudible].
[teacher] Well, Student M, can you scrunch down a little bit?  Thank you.",True,0.7,"Teacher dismisses student's answer 'three-fourths' with 'that's not one-sixth' and only tells them to look, without explaining the mathematical error."
447,159,"That's not a fraction. . I know 24. Did you double check? You need to check when you divide. . I'm going back, Student S. What are you doing right here? It has to have . When I was drawing – every time I've drawn the arrays for 24 – maybe I shouldn't have done this. What are the dimensions for all of these, Student S?",158,.,thats_not,"[teacher] Student S?
[student] [Inaudible].
[teacher] Student D?
[student] 24.
[teacher] Student A?
[student] 6.
[teacher] I think we've covered all of them.  Student B?
[student] 3.
[teacher] Now we've definitely covered all of them.  We're working a lot with 24 because we can split 24 up into a lot of different ways, just like when we did these the other day.  We had a poster of them.  We used a lot of different denominators to show just one whole, okay?  So these on page 6, it starts with story problems about 24 and goes on to page 6 and 7. On the top of page 6 it says solve these problems and show your solution.  Make sure you pay attention to what the final question is asking you.  It's just like we did up here with the oranges.  It could be saying, ""I gave this many away.  How many do I have left?""  Or, ""My sister eats this many.  What do I get?""  Or something like that.  Okay. Make sure you're paying attention.  If you've finished page 6, you can do 6, 7, and 8.  If you finished those, you have work at the end of your binder today.  Make sure you have a sentence to – like a statement there answering it. Like there are – you getting started?  Especially when it gets to page 7, it really tries to give you multiple step problems.  On your homework from the other night, these are actually written on the back, so do those too. [Inaudible].  If you are having some trouble with this too, look back at what we did the other day on page 1, because we made a lot of fractions out of 24.  So where are you going to – can you read this to me?
[student] [Inaudible].
[teacher] That's not a fraction.  [Inaudible].  I know 24.  Did you double check?  You need to check when you divide. [Inaudible].  I'm going back, Student S.  What are you doing right here?  It has to have [inaudible].  When I was drawing – every time I've drawn the arrays for 24 – maybe I shouldn't have done this.  What are the dimensions for all of these, Student S? <<<
[student] 6 times 4.
[teacher] We just went through all of the factors of 24, so you can draw an array that's not 6 times 4.  What's another array you can draw that equals 24, Student A?",True,0.55,"Teacher says 'that's not a fraction' dismissively; student text is inaudible, making full assessment difficult."
478,295,"That’s not showing your work. 1 kilo equals 1,000 grams?",294,I did.,thats_not,"[teacher] Okay, but you haven’t shown any work. Go complete your study guide.
[student] But I’m already finished.
[teacher] Huh?
[student] I’m already finished.
[teacher] [Inaudible].  If you’re finished with your study guide go ahead and start reading for Reader’s Workshop.  Remember to be jotting down your thoughts as you’re reading. Remember to show your work on your study guide and on your daily grades. Show your work. Student E, why are you using that to write with?  Where is the pencil?  You aren’t even supposed to have mechanical pencils.
[student] No more pencils.
[teacher] I’m going to give you a pencil.  Do not lose it.
[student] What if you can’t show your work cause this is [Inaudible].
[teacher] This one you can.  This one you can.  And this one you can.
[student] I did.
[teacher] That’s not showing your work.  1 kilo equals 1,000 grams? <<<
[student] Yes.
[teacher] So how’d you get 3,000?",True,0.6,Teacher dismisses student's claim of showing work with 'that's not showing your work' but does follow up with a scaffolding question.
519,257,"No, that's not the perimeter, my friend. That's not the perimeter. That's not the perimeter. Okay. Let's go on to the next question please. Again, read the word problem. Solve it for yourself and then talk to each other. I want you to explain it to him in Creole, okay. Read it for yourself first, then explain it to him in Creole. My friend, Student A, could you please help me out and explain this in Creole to my friend?",256,Inside it.,"no_start,thats_not","[teacher] Student M, comprende?
[student] Yes.
[teacher] All right.  Do you have an idea about what's going on?  Do you understand?  Yeah?
[student] Yes.
[teacher] And you're good?
[student] Yes.
[teacher] All right, big man, good, very good.  Anybody need some help with this?  Student M, what is a perimeter, dear?  Student J, go ahead.
[student] The perimeter is the amount of the –
[teacher] It's the distance around the shape.  You got it.  It's the distance around the shape.  Yes, sir.
[student] Inside it.
[teacher] No, that's not the perimeter, my friend.  That's not the perimeter.  That's not the perimeter.  Okay.  Let's go on to the next question please.  Again, read the word problem. Solve it for yourself and then talk to each other.  I want you to explain it to him in Creole, okay.  Read it for yourself first, then explain it to him in Creole.  My friend, Student A, could you please help me out and explain this in Creole to my friend? <<<
[student] Sure.
[teacher] You got it?  Very good.  Give me [inaudible].  Give me, like, two more minutes please.  Thank you.  Do me a favor. Listen to him read it for you, okay.  Go ahead.  Yes, ma'am.",True,0.75,"Teacher says 'No, that's not the perimeter' and repeats it three times without explaining why the student's answer of 'inside it' is wrong, then moves to next question."
531,164,"That's not what it asks you for. No. Looking at the . Look. Not paying attention, Student W. Okay. This is a whole number, right? This is a whole number. This is a decimal, right? Then after the decimal, what do you have?",163,.,thats_not,"[student] Nine.
[teacher] Nine.  So the answer is – read the answer, everyone.
[multiple students] Sixty-four and thirty-nine hundredths.
[teacher] Sixty-four and thirty-nine hundredths.  Thank you.  All right. Now what I want you to do, turn to question ten.  I want you to do question ten, eleven, twelve, thirteen, fourteen – ten through fifteen.  Everybody is going to do ten – everyone is going to do ten through fifteen.  Ten through fifteen.  And then we will share our work when we are done.  What thousandths, Student J.  Student J, you need to write how many thousandths.  And could you please write in words, too?  Numbers as well as words.  How many thousandths.  How many thousandths.  Don't just write thousandths.  How many thousandths.  Always [doing your own thing].
[student] [Inaudible].
[teacher] Come on.  [Shushing].
[teacher] Student S, you're working, too.  Okay.
[student] [Inaudible].
[teacher] Yes.  Mm-hmm.
[student] [Whispering] [inaudible].
[teacher] That's not what it asks you for.  No.  Looking at the [knot]. Look.  Not paying attention, Student W.  Okay.  This is a whole number, right?  This is a whole number.  This is a decimal, right?  Then after the decimal, what do you have? <<<
[student] Nothing.
[teacher] Tenths.  Then you have what?",True,0.65,"Teacher says 'that's not what it asks you for' dismissively, then scolds for not paying attention before explaining."
628,42,That’s not eight sides.,41,Nobody? I have 14.,thats_not,"[teacher] Okay, you’re not telling me.  You’re telling your group.  You need to follow directions.
[student] [Inaudible].
[teacher] Uh-oh.
[student] [Inaudible].
[teacher] Okay everybody, freeze.  Eyes on me.  Group one; tell me some things that you found by raising your hand – some things that are similar between some of your shapes.  May not be everybody, but what are some things you found similar, Student S?
[student] Some of us have eight sides.
[teacher] The same amount of sides?
[student] Yeah.
[teacher] Some shapes have – Student S, who else has eight sides with you?
[student] Nobody?  I have 14.
[teacher] That’s not eight sides. <<<
[student] I have 9; I have 6; I have 4.
[teacher] So that’s not something that’s similar.  Different – sides. Anything that’s similar?",True,0.6,Teacher says 'that's not eight sides' as brief dismissal without explaining why student's shape doesn't have eight sides.
632,64,That’s not equal. What sign is that? Plus. What goes here?,63,Equal.,thats_not,"[teacher] Three.  This is small, medium and large, tall, height.  Short, shorter, shortest.  Anyway, forget that, Miss G’s going crazy.  Okay, tall, medium, and short, let’s think of it that way.  All right, biggest minus smallest.  We would take his height and subtract her height to find the range. If they’d gone to the doctor where they have the little thing put over their head – not the weight, not the scale, but where they go like this, do you remember that when you had your checkup?  And then they write it down, the nurse, how tall you are?  They would take his height minus her height if they wanted the range of these people.  Okay, thank you.  So range is the biggest minus the smallest, the difference. So now we’re going to go into expanded form, and what do we do for expanded form?  We stretch it out, like what object in Miss G’s drawer?  What stretches?
[student] A rubber band.
[teacher] A rubber band, like you rubber band a bunch of cards together. So if we stretch it out, that is expanded form.  So if I have the number 864, Student T, how do I stretch that out? What plus what plus what?
[student] 864.
[teacher] 800, okay, we’ve gotta split it up.  We’ve gotta wake up today. Student T.
[student] 800 plus 60 plus 4.
[teacher] Excellent.  800, plus 60, plus 4.  Okay, Student E, what if I have 291?  How do I stretch it out?  200 -- .  291.  We just said 864 is 800 plus 60 plus 4.  We’re going from hundreds to tens to ones.  Now I’m giving Student E, 291. Now follow what I did here and do it here.
[student] 200 equals…
[teacher] There you go, 200, and what do I put here, what sign?
[student] Equal.
[teacher] That’s not equal.  What sign is that?  Plus.  What goes here? <<<
[student] 90.
[teacher] Plus.",True,0.7,Teacher dismisses student's answer 'equal' with 'that's not equal' and immediately gives the correct answer 'plus' without engaging with why student confused the signs.
679,217,What? That’s not specific.,216,You’re gonna use the information that you got from the problem.,thats_not,"[teacher] How many fish did each catch.  So, now are we talking about weight here?
[student] No.
[teacher] No.  We’re talking about how many.
[student] Yeah.  Okay.
[teacher] Okay.  What’s the next thing you’re gonna ask?  What information will you use?  What information will you use?
[student] The number of fish.
[teacher] What information?  Give me the specific information.  What information will you use?  Yes?
[student] [Inaudible] caught a total of 24 fish.  Bob caught –
[teacher] What information will you use?  Specific information?  What are you gonna use?  Yes?
[student] You’re gonna use the information that you got from the problem.
[teacher] What?  That’s not specific. <<<
[student] How many fish – like how many fish Don caught and it says that Bob caught four more fish than –
[teacher] I need specific.  I need specific.  Okay?  Specific.  I don’t need the – do we need the names?",True,0.65,Teacher dismisses student's answer with 'that's not specific' without helping them understand what specific means in this context.
749,226,That's not hundred. You're dealing with money 9 what?,225,Hundreds.,thats_not,"[student] $6.00.
[teacher] So it's rounded to $6.00.  Keep going.  Keep going.  I'm showing Student C something here.  Girls, Student C – not Student C.  Student T, I need to see you working on the paper.  Leave the talking until recess.
[student] Yeah, I know.  [Inaudible].
[teacher] So this becomes $6.00.  So you're going to write $6.00 beside it.  And then you're gonna round $2.52 to the nearest dollar.
[student] $2.00.
[student] $3.00.
[teacher] $3.00.  She's still talking.  No, that's not the math you were talking to – [a while] talking about.  I know when you're talking math.
[student] 9 hundreds.
[teacher] 9 what?
[student] Hundreds.
[teacher] That's not hundred.  You're dealing with money 9 what? <<<
[student] $9.00.
[teacher] $9.00.  Remember to put back your decimal point and your dollar sign.  So what is the answer for number four?  Raise your hands.  Number four.  What's the sum for number four?",True,0.65,"Teacher says 'that's not hundred' dismissively to correct terminology without fully explaining the money context, though does redirect."
788,101,"That's not one-half. Honey, a half of this is right here. There's only two halves.",100,I did.,thats_not,"[student] Six-sixths plus one-half.
[student] One whole.
[teacher] Yes Student M?  What?
[student] [Inaudible]
[teacher] Excellent.  What Student M did was this.  She knew that if she did six-sixths, what does that equal?
[student] One-half.
[multiple students] One-whole.
[teacher] Yep.  So if you do the six plus one-half equals a whole.  So it works out perfectly.  All right.  Anybody come up with a different way?
[student] I did.
[student] I did.
[teacher] That's not one-half.  Honey, a half of this is right here. There's only two halves. <<<
[teacher] I did hear you, Student D.  Plus what?
[student] [Inaudible]",True,0.6,"Teacher says 'that's not one-half' dismissively, though does provide brief correction about what half looks like."
851,185,"That’s not that one. That’s not 51. Close, though.",184,Five?,thats_not,"[teacher] What is it?
[student] 12.
[teacher] Two plus six?  Your rule is plus six.  We’re adding six to all these numbers.  So what’s two plus six?
[student] Eight.
[teacher] Then that should be eight.
[student] [Inaudible]
[teacher] What’s the next one?  Four plus six is?
[student] Ten.
[teacher] Ten.  [Inaudible] times two?
[student] Five?
[teacher] That’s not that one.  That’s not 51.  Close, though. <<<
[student] [Inaudible]
[teacher] [Inaudible]?  Plus two?  You’re starting with 16, you’re ending up with 14.  Are you adding?  That one?",True,0.6,"Teacher says 'that's not that one, that's not 51' dismissing student's answer without explaining the error or helping."
867,144,"Correct. That's not the largest number. Least to greatest, but seventy-seven hundredths is not the greatest decimal. No, it doesn't go first. It's not the least. Show me, how is that the least? Let me see what you got for each of your fractions. Do you still have it on your board?",143,.,thats_not,"[teacher] You have to show me where you divided each one to give me a decimal.  Stop.  That's annoying.  Every one of you know how to do this.  You've done it with me at small group a thousand times, least to greatest.  I don't see your – you don't get any credit.  You showed me no work.  I do.  Are you done?
[student] I just need one more.
[teacher] Okay.  Go ahead.  Student W, what are you doing?
[student] [Inaudible].
[teacher] Student M, you done?  Swipe it.  Wait.  Okay, swipe it. Student M, did you divide all of them?  You should be able to clearly see which decimal comes first, smallest to greatest.  No.
[student] Do you have to do all of this?
[teacher] Least to greatest.  You have to do all of them.  Which one did you not do?
[student] I did all of them.
[teacher] Well something's not right.  Say what?
[student] [Inaudible].
[teacher] Correct.  That's not the largest number.  Least to greatest, but seventy-seven hundredths is not the greatest decimal. No, it doesn't go first.  It's not the least.  Show me, how is that the least?  Let me see what you got for each of your fractions.  Do you still have it on your board? <<<
[student] Yeah.
[teacher] Come here.  Yes?  That's not correct.",True,0.55,"Teacher says 'that's not the largest number' somewhat dismissively about ordering, though does ask follow-up questions."
867,146,Come here. Yes? That's not correct.,145,Yeah.,thats_not,"[teacher] Okay.  Go ahead.  Student W, what are you doing?
[student] [Inaudible].
[teacher] Student M, you done?  Swipe it.  Wait.  Okay, swipe it. Student M, did you divide all of them?  You should be able to clearly see which decimal comes first, smallest to greatest.  No.
[student] Do you have to do all of this?
[teacher] Least to greatest.  You have to do all of them.  Which one did you not do?
[student] I did all of them.
[teacher] Well something's not right.  Say what?
[student] [Inaudible].
[teacher] Correct.  That's not the largest number.  Least to greatest, but seventy-seven hundredths is not the greatest decimal. No, it doesn't go first.  It's not the least.  Show me, how is that the least?  Let me see what you got for each of your fractions.  Do you still have it on your board?
[student] Yeah.
[teacher] Come here.  Yes?  That's not correct. <<<
[student] Which one?
[teacher] The three sevenths one.  Correct.  You put the divisor and the dividend wrong.",True,0.7,Teacher says 'that's not correct' as brief dismissal without explanation; student has to ask 'which one?' to get more information.
870,566,That's not true. You divide it into shapes you know. What shapes do you know?,565,"No, because you need the –",thats_not,"[student] But don't you need to find the area of the triangle so you can add all the figures up?
[teacher] Mm-hmm, but you're a step ahead of me.  We haven't even divided it into shapes we know yet.
[student] Oh.
[teacher] I'm just trying to figure out if I have enough information to be able to find the area.
[student] Yes.
[student] No.
[student] Yes.  Because you have the numbers.
[student] Base times height is 12 times – you can multiply five times 12, then you get the answer, then divide by two.
[teacher] Hmm.
[student] No, because you need the –
[teacher] That's not true.  You divide it into shapes you know.  What shapes do you know? <<<
[student] Square and triangle.
[teacher] A square and a triangle.  So what shapes do you have to find the area of?  A square and a triangle.  If you can hear my voice, clap once.  Give me five.  Okay, friends, I've got some of you who are working on exemplars who are communicating.  When you are working on your exemplar, you are independent.  Student and Student, are either of you working on your exemplar?",True,0.6,"Teacher says 'that's not true' dismissing student's approach to finding area, though does redirect with 'what shapes do you know?'"
870,615,Twelve. So that's not the number I need.,614,Twelve.,thats_not,"[teacher] I'm trying to make you think.  Look at mine for a minute.  I know that from the base to the top of my compound figure is 12.  I know that from the base of my square to the top of my square is five.
[student] Oh.
[teacher] How can I figure out what that measurement is gonna be?
[student] Cut it in half because they're both gonna be the same measurement if you cut it in half.
[teacher] Well, if I were to cut this in half, I would have five and five.
[student] Oh.
[teacher] What is five plus five?
[student] Ten.
[teacher] Ten.  Well, how long is that height?
[student] Twelve.
[teacher] Twelve.  So that's not the number I need. <<<
[multiple students] [Inaudible crosstalk]
[teacher] Say it.",True,0.65,Teacher says 'that's not the number I need' dismissing student's answer of twelve without explaining why or what number is needed.
879,307,No. That’s not math.,306,Zigzag.,"no_start,thats_not","[teacher] Negative.
[student] Can I pick?
[teacher] But it’s there.
[student] [Inaudible]
[teacher] No, not yet.
[student] He put fraction under E.
[teacher] No.  He meant equivalent fraction.  Equivalent fraction.  What did you – oh, two!  The number two under T.  All right. You need to sit down and let somebody else come up.
[student] Me!
[teacher] Student B.  Eight.  What did you write?  Axis and addition. It’s because of the way you’re holding it.  What is a Zigzac?
[student] Zigzag.
[teacher] No.  That’s not math. <<<
[student] What is zigzag?
[teacher] Nothing mathematical.  Trapezoid.  You’re right.  Go sit down. Student K?  Come.  You know what?  If you all don’t stop, I’m gonna – you can take a test.",True,0.75,Teacher says 'No. That's not math.' dismissing student's answer 'zigzag' abruptly without explaining why it doesn't count.
910,228,Well figure it out. That’s part of it. Knowing it doesn’t mean anything if you can’t write the equation. You have to be able to write the equation. We worked on writing equations everyday last week. Yeah but that’s not the way we should write that in math. You figure that out. You figure out how we would write that. Don’t look over there.,227,"But I get the thing, but I don’t know how to write it.",thats_not,"[teacher] Well let’s see.
[student] I don’t – [inaudible].
[teacher] Well, figure it out.
[student] Got it.
[student] [Inaudible].
[student] I got it.
[teacher] Well cover it up then.  Don’t – [inaudible].
[student] [Inaudible].
[teacher] I will go around and check in a minute.  I’ll go check everybody’s.
[student] But I get the thing, but I don’t know how to write it.
[teacher] Well figure it out.  That’s part of it.  Knowing it doesn’t mean anything if you can’t write the equation.  You have to be able to write the equation.  We worked on writing equations everyday last week.  Yeah but that’s not the way we should write that in math.  You figure that out.  You figure out how we would write that.  Don’t look over there. <<<
[student] I wasn’t.
[teacher] Don’t look over there.",True,0.65,"Teacher says 'that's not the way we should write that in math' and tells student to 'figure it out' without helping, dismissive of student struggling with notation."
910,232,Yeah but that’s not how we would write that.,231,Is this right?,thats_not,"[student] [Inaudible].
[student] I got it.
[teacher] Well cover it up then.  Don’t – [inaudible].
[student] [Inaudible].
[teacher] I will go around and check in a minute.  I’ll go check everybody’s.
[student] But I get the thing, but I don’t know how to write it.
[teacher] Well figure it out.  That’s part of it.  Knowing it doesn’t mean anything if you can’t write the equation.  You have to be able to write the equation.  We worked on writing equations everyday last week.  Yeah but that’s not the way we should write that in math.  You figure that out.  You figure out how we would write that.  Don’t look over there.
[student] I wasn’t.
[teacher] Don’t look over there.
[student] Is this right?
[teacher] Yeah but that’s not how we would write that. <<<
[student] Okay.  [Inaudible].
[teacher] I mean how would you write that if you were dealing with circles?  You wouldn’t write that.",True,0.7,Teacher says 'that's not how we would write that' dismissively without explaining the correct notation.
910,246,That’s not how we write it though.,245,This is supposed to be a variable – .,thats_not,"[teacher] Yeah, darn it.  I should’ve given you a more difficult one.
[student] Yeah, that’s true.
[teacher] This wasn’t what I was hoping.
[student] [Inaudible].
[teacher] Darn it.
[student] [Inaudible].
[teacher] No because – what’s the formula for area of a circle?
[student] Pi R squared.
[teacher] So we didn’t write RR.  We wrote R squared.  So – [inaudible]. Think about – [inaudible].
[student] This is supposed to be a variable – [inaudible].
[teacher] That’s not how we write it though. <<<
[student] That’s not how you write it?
[teacher] Sh.",True,0.7,Teacher says 'that's not how we write it though' dismissively about mathematical notation without explaining.
910,260,"I might have to – that’s not how you write it, no.",259,.,thats_not,"[teacher] Sh.  What’s the formula for a circle?  Write it down.  Write down the formula for a circle.  Write it down without talking.  Area equals –
[student] Oh.
[teacher] So you did not write RR.  You wrote R squared.  So instead of writing XX, what should you write?  It’s a whole different – [inaudible].  You see what I’m saying?  Man.  This is – what is that?
[student] [Inaudible].
[teacher] What?
[student] That’s the symbol for – [inaudible].
[teacher] No, that is not how we do it.  So that’s a variable.  You get – you gotta think about what you’re doing.
[student] [Inaudible].
[teacher] It’s okay.  It’s a challenge one.  Don’t worry, ma’am.  All right, I –
[student] [Inaudible].
[teacher] I might have to – that’s not how you write it, no. <<<
[student] [Inaudible].
[student] Mr. W, did I get it right?",True,0.6,"Teacher says 'that's not how you write it, no' dismissively; student text is inaudible making full assessment difficult."
910,708,That’s not an equation. You can’t have an equation that would work for all of them ‘cause –,707,.,thats_not,"[teacher] All right, Student G.  Let me try to figure it out.
[student] I don’t know it yet.
[student] You started.  You just finish.
[teacher] Looks good – [inaudible].  Make it hard, Student G.  Make it impossible.
[student] [Inaudible].
[student] I got 4.
[teacher] All right, Student C.  Is it really?
[student] [Inaudible].
[student] [Inaudible] – impossible.
[student] [Inaudible].
[teacher] That’s not an equation.  You can’t have an equation that would work for all of them ‘cause – <<<
[student] Yes.  You do times 0 plus 15.
[teacher] That’s lame.",True,0.6,"Teacher says 'that's not an equation' dismissively, and when student offers a creative solution, teacher responds 'that's lame.'"
910,790,"It has to go straight above, not off to the side. That’s not the way it works, Student S. You don’t just bring something over for no reason. You gotta go –",789,Oh yeah.,thats_not,"[teacher] Just one more?
[student] Yeah.
[teacher] Student G, you guys still just – you have one more station after this, right?
[student] Yeah.
[teacher] Don’t tell him I said that.  So you remember, you gotta compare from left to right.
[student] [Inaudible].
[teacher] Hold on a second now.  Hold on.
[student] Mr. K – [inaudible].
[teacher] Right?
[student] Oh yeah.
[teacher] It has to go straight above, not off to the side.  That’s not the way it works, Student S.  You don’t just bring something over for no reason.  You gotta go – <<<
[student] Why would you let Mr. K beat you?
[teacher] ‘Cause it would be too obvious if I won everything.  I gotta trick it every once in awhile.",True,0.65,"Teacher says 'that's not the way it works' dismissively about student's placement, adding 'you don't just bring something over for no reason.'"
934,162,That’s not a six.,161,No.,thats_not,"[teacher] All right, let’s look at 708,000.  Let’s see, Student J, come write your expanded notation for 708,000 nice and big on this chart.  Make sure your digits are nice and big so…
[student] Seven.
[teacher] Student J wrote it one way.  What’s another way you could write it, Student L.  Student J wrote 700,000 plus 0 plus 8,000 plus 0 plus 0 plus 0.  What else could you write?
[student] Another way that you could write it using my paper.  Do the same way in expanded notation?
[teacher] Expanded notation.  Just a different way of expanded notation.
[student] You can write it like this.  Plus zero.
[teacher] Well, he kept the zero so just leave it.  Okay, so another way you can write it is just 700,000 plus 8,000.  Excellent job.  All right, I want y'all to finish the front side of this paper.  The backside will be your homework.  So once you finish the front side and I check it, you're gonna go do centers.  I said just the—we've already done more than half of it.  Just the front side, the backside’s your homework.  Everybody has homework.  Can you make a line this way?  Thank you.  So 5,000,673, good, 708,000, yep. Excellent.  Very good.  Make sure you put it in your binder or folder for homework.  Fine, if you want to go ahead and put it right in your book bag, please do that.
[student] First, I want to finish this.
[teacher] Girl, be you weren’t following direction because I said—8,000,000 plus 0 plus 6 plus 0 plus 0 plus 1?
[student] No.
[teacher] That’s not a six. <<<
[student] X that out.
[teacher] Six?",True,0.55,"Teacher says 'that's not a six' as brief correction without explanation, though context is somewhat unclear."
994,233,"That’s not what I want, though, at all. What’s an even easier number to work with in my head besides 820? 820 multiply. What do you think?",232,It’s 820.,thats_not,"[teacher] I’m disappointed.  I’m not [Inaudible].
[teacher] Student R, what should I round this to?
[student] You could round –
[teacher] I need to hear Student R now.
[student] You could round that 21 –
[teacher] I should round it to 921?  I’m looking for a number that’s easy to work with.  What do you think?
[teacher] It’s Student R’s turn to talk.  She [Inaudible]
[teacher] Just tell me what you would round it to.
[teacher] Hold on.  Student T, put it away.  This whole point of estimating is we don’t want calculators.  We want just our brains.
[student] It’s 820.
[teacher] That’s not what I want, though, at all.  What’s an even easier number to work with in my head besides 820?  820 [Inaudible] multiply.  What do you think? <<<
[teacher] I would rather say 800 also.
[student] [Inaudible]",True,0.65,"Teacher says 'that's not what I want, though, at all' dismissing student's answer of 820 for estimation, pushing for 800 without engaging with why 820 might be reasonable."
1079,137,No. That's not a key word. A key word is a word that drives you into action. Student J?,136,Vanilla.,"no_start,thats_not","[teacher] – 5.  Student M gave another way of solving it.  Student M, let's hear it.
[student] 5 times 1 is 5 because there's five of these and only one vanilla.  So 5 times 1 is 5.
[teacher] Very good.  Give him a hand for that.  Now also here we have – I wrote it out, didn't I?  And how many did I get here?
[student] 1, 2, 3, 4, 5.
[teacher] We're gonna try it again.  And this time I want everybody paying attention.
[multiple students] 1, 2, 3, 4, 5.
[teacher] That also equals 5.  So we drew it out.  Saw it in our minds. What's the key words here?  Well what are the key words? Give me some key words out of this?
[student] Banana.
[teacher] Student M?
[student] Vanilla.
[teacher] No.  That's not a key word.  A key word is a word that drives you into action.  Student J? <<<
[student] Different kinds of combination.
[teacher] What's a key word?  Good, Student M.  What's some key words in this problem, Student J?",True,0.7,Teacher says 'No. That's not a key word' dismissing student's answer 'vanilla' without explaining what makes something a key word before calling on next student.
